,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit,user_questionaire
1,1,1,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 0.0, 3: -1.0}, 'Step Name': {0: 'R2C1', 1: 'ValidEquations', 2: 'R6C1', 3: 'R4C1'}}",0.088888889,0.001,b2W4ZO3uLV,Unit CTA1_20,b2W4ZO3uLVUnit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R2C1', 1: 'ValidEquations', 2: 'R6C1'}}",0.397777778,0.001,b2W4ZO3uLV,Unit CTA1_20,b2W4ZO3uLVUnit CTA1_20
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R6C1'}}",0.04,0,b2W4ZO3uLV,Unit CTA1_20,b2W4ZO3uLVUnit CTA1_20
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C1'}}",0.083333333,0,b2W4ZO3uLV,Unit CTA1_20,b2W4ZO3uLVUnit CTA1_20
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R1C2', 1: 'R4C1', 2: 'R2C1', 3: 'ValidEquations', 4: 'R6C1'}}",,0.008,b2W4ZO3uLV,Unit CTA1_20,b2W4ZO3uLVUnit CTA1_20
0,1,0,"{'Difficulty': {0: 0.0, 1: -5.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0}, 'Step Name': {0: 'R5C2', 1: 'R3C2', 2: 'R5C1', 3: 'R7C1', 4: 'R6C1', 5: 'R2C1', 6: 'ValidEquations'}}",0,0.003,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R5C1', 2: 'R7C1', 3: 'R6C1', 4: 'R2C1', 5: 'ValidEquations'}}",0,0.002,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R5C1', 1: 'R7C1', 2: 'R6C1', 3: 'R2C1', 4: 'ValidEquations'}}",0,0.002,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R7C1', 1: 'R6C1', 2: 'R2C1', 3: 'ValidEquations'}}",0,0.001,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
4,1,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R2C1', 2: 'ValidEquations'}}",0,0.001,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
5,1,5,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R2C1', 1: 'ValidEquations'}}",0.277777778,0,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
6,1,6,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.092592593,0,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
7,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'R5C2', 2: 'R5C1', 3: 'R7C1', 4: 'R6C1', 5: 'R2C1', 6: 'ValidEquations'}}",,0.011,bt0ZuHaCGY,Unit CTA1_20,bt0ZuHaCGYUnit CTA1_20
0,1,0,"{'Difficulty': {0: -5.0, 1: 3.0, 2: 4.0, 3: 0.0, 4: 2.0, 5: -3.0, 6: -1.0}, 'Step Name': {0: 'R3C2', 1: 'R3C1', 2: 'R7C1', 3: 'R1C2', 4: 'R5C2', 5: 'R5C1', 6: 'R4C1'}}",0,0.006,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
1,1,1,"{'Difficulty': {0: 2.0, 1: 3.0, 2: 0.0, 3: 1.0, 4: -4.0, 5: -2.0}, 'Step Name': {0: 'R3C1', 1: 'R7C1', 2: 'R1C2', 3: 'R5C2', 4: 'R5C1', 5: 'R4C1'}}",0,0.004,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
2,1,2,"{'Difficulty': {0: 1.0, 1: 2.0, 2: 0.0, 3: 0.0, 4: -3.0}, 'Step Name': {0: 'R3C1', 1: 'R7C1', 2: 'R1C2', 3: 'R5C2', 4: 'R4C1'}}",0,0.003,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
3,1,3,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 0.0, 3: -1.0}, 'Step Name': {0: 'R3C1', 1: 'R7C1', 2: 'R1C2', 3: 'R5C2'}}",0,0.002,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
4,1,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R7C1', 2: 'R1C2'}}",0,0.001,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
5,1,5,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R7C1', 1: 'R1C2'}}",0.942427942,0.001,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
6,1,6,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",0.707722833,0,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
7,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R4C1', 3: 'R5C2', 4: 'R3C1', 5: 'R7C1', 6: 'R1C2'}}",,0.023,Qwq8d0du28,Unit CTA1_20,Qwq8d0du28Unit CTA1_20
0,1,0,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 1.0, 3: 2.0, 4: -2.0}, 'Step Name': {0: 'R5C1', 1: 'R6C1', 2: 'R3C1', 3: 'R4C1', 4: 'R1C2'}}",0,0.003,02i5jCrfQK,Unit CTA1_20,02i5jCrfQKUnit CTA1_20
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 1.0, 3: -1.0}, 'Step Name': {0: 'R6C1', 1: 'R3C1', 2: 'R4C1', 3: 'R1C2'}}",0,0.002,02i5jCrfQK,Unit CTA1_20,02i5jCrfQKUnit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R3C1', 2: 'R4C1'}}",0,0.001,02i5jCrfQK,Unit CTA1_20,02i5jCrfQKUnit CTA1_20
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C1'}}",0.911666667,0.001,02i5jCrfQK,Unit CTA1_20,02i5jCrfQKUnit CTA1_20
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0.217222222,0,02i5jCrfQK,Unit CTA1_20,02i5jCrfQKUnit CTA1_20
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R5C1', 1: 'R1C2', 2: 'R6C1', 3: 'R3C1', 4: 'R4C1'}}",,0.01,02i5jCrfQK,Unit CTA1_20,02i5jCrfQKUnit CTA1_20
0,1,0,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 3.0, 3: 0.0, 4: -4.0, 5: 0.0, 6: 3.0, 7: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'ValidEquations', 3: 'R4C1', 4: 'R3C2', 5: 'R2C1', 6: 'R1C1', 7: '-26425 = -3692Z'}}",0,0.004,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
1,1,1,"{'Difficulty': {0: -3.0, 1: 0.0, 2: 2.0, 3: -1.0, 4: 0.0, 5: 2.0, 6: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'ValidEquations', 3: 'R4C1', 4: 'R2C1', 5: 'R1C1', 6: '-26425 = -3692Z'}}",0.253968254,0.003,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 1.0, 2: -2.0, 3: 0.0, 4: 1.0, 5: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations', 2: 'R4C1', 3: 'R2C1', 4: 'R1C1', 5: '-26425 = -3692Z'}}",0.503779289,0.002,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations', 2: 'R2C1', 3: 'R1C1', 4: '-26425 = -3692Z'}}",0.22053054,0.001,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
4,1,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R2C1', 2: 'R1C1', 3: '-26425 = -3692Z'}}",0.133333333,0.001,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
5,1,5,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R2C1', 1: 'R1C1', 2: '-26425 = -3692Z'}}",0.067471887,0,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
6,1,6,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R1C1', 1: '-26425 = -3692Z'}}",0,0,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
7,1,7,"{'Difficulty': {0: 0}, 'Step Name': {0: '-26425 = -3692Z'}}",0.237247703,0,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
8,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R3C2', 1: 'R2C2', 2: 'R4C1', 3: 'R3C1', 4: 'ValidEquations', 5: 'R2C1', 6: 'R1C1', 7: '-26425 = -3692Z'}}",,0.016,c1zVCHxCEz,Unit CTA1_20,c1zVCHxCEzUnit CTA1_20
0,1,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R5C1', 2: 'R4C1', 3: '1.75X = 219.21', 4: 'R1C2'}}",0,0.001,2oNLCndtam,Unit CTA1_20,2oNLCndtamUnit CTA1_20
1,1,1,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'R5C1', 1: 'R4C1', 2: '1.75X = 219.21', 3: 'R1C2'}}",0.125,0.001,2oNLCndtam,Unit CTA1_20,2oNLCndtamUnit CTA1_20
2,1,2,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R4C1', 1: '1.75X = 219.21', 2: 'R1C2'}}",0.0625,0,2oNLCndtam,Unit CTA1_20,2oNLCndtamUnit CTA1_20
3,1,3,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '1.75X = 219.21', 1: 'R1C2'}}",0,0,2oNLCndtam,Unit CTA1_20,2oNLCndtamUnit CTA1_20
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",0,0,2oNLCndtam,Unit CTA1_20,2oNLCndtamUnit CTA1_20
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C1', 1: 'R5C1', 2: 'R4C1', 3: '1.75X = 219.21', 4: 'R1C2'}}",,0.003,2oNLCndtam,Unit CTA1_20,2oNLCndtamUnit CTA1_20
0,0.833333333,0,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -1.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R3C2', 2: 'R7C1', 3: '4.8X = 48'}}",0,0.001,iyLqACAFyl,Unit CTA1_20,iyLqACAFylUnit CTA1_20
1,0.777777778,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R3C2', 2: '4.8X = 48'}}",0,0.001,iyLqACAFyl,Unit CTA1_20,iyLqACAFylUnit CTA1_20
2,0.75,2,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R3C2', 1: '4.8X = 48'}}",0.648809524,0,iyLqACAFyl,Unit CTA1_20,iyLqACAFylUnit CTA1_20
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: '4.8X = 48'}}",0.275793651,0,iyLqACAFyl,Unit CTA1_20,iyLqACAFylUnit CTA1_20
4,0.833333333,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R7C1', 1: 'R5C2', 2: 'R3C2', 3: '4.8X = 48'}}",,0.005,iyLqACAFyl,Unit CTA1_20,iyLqACAFylUnit CTA1_20
0,1,0,"{'Difficulty': {0: 2.0, 1: -3.0, 2: 0.0, 3: 1.0}, 'Step Name': {0: 'R3C1', 1: 'R5C1', 2: 'R2C2', 3: 'R1C1'}}",0,0.002,90o991hXMa,Unit CTA1_20,90o991hXMaUnit CTA1_20
1,1,1,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R2C2', 2: 'R1C1'}}",0.133333333,0.001,90o991hXMa,Unit CTA1_20,90o991hXMaUnit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R1C1'}}",0.335555556,0.001,90o991hXMa,Unit CTA1_20,90o991hXMaUnit CTA1_20
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",0.101333333,0,90o991hXMa,Unit CTA1_20,90o991hXMaUnit CTA1_20
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R5C1', 1: 'R2C2', 2: 'R3C1', 3: 'R1C1'}}",,0.006,90o991hXMa,Unit CTA1_20,90o991hXMaUnit CTA1_20
0,0.9375,0,"{'Difficulty': {0: -3.0, 1: -2.0, 2: 2.0, 3: -3.0, 4: 4.0, 5: 4.0, 6: -2.0, 7: 0.0}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R4C1', 3: 'R2C2', 4: 'ValidEquations', 5: 'R5C2', 6: 'R3C1', 7: 'R6C1'}}",0,0.009,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
1,1,1,"{'Difficulty': {0: -3.0, 1: 1.0, 2: -2.0, 3: 3.0, 4: 3.0, 5: -1.0, 6: -1.0}, 'Step Name': {0: 'R5C1', 1: 'R4C1', 2: 'R2C2', 3: 'ValidEquations', 4: 'R5C2', 5: 'R3C1', 6: 'R6C1'}}",0.347354497,0.007,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: -3.0, 2: 2.0, 3: 2.0, 4: 0.0, 5: -1.0}, 'Step Name': {0: 'R4C1', 1: 'R2C2', 2: 'ValidEquations', 3: 'R5C2', 4: 'R3C1', 5: 'R6C1'}}",0.972227891,0.005,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
3,1,3,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 2.0, 3: -1.0, 4: -2.0}, 'Step Name': {0: 'R4C1', 1: 'ValidEquations', 2: 'R5C2', 3: 'R3C1', 4: 'R6C1'}}",0.44582716,0.004,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
4,1,4,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 2.0, 3: -2.0}, 'Step Name': {0: 'R4C1', 1: 'ValidEquations', 2: 'R5C2', 3: 'R3C1'}}",0.362490123,0.002,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
5,1,5,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 1.0}, 'Step Name': {0: 'R4C1', 1: 'ValidEquations', 2: 'R5C2'}}",0.401932866,0.001,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
6,1,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R5C2'}}",0.267419717,0.001,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
7,1,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C2'}}",0.082288243,0,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
8,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R2C2', 3: 'R6C1', 4: 'R3C1', 5: 'R4C1', 6: 'ValidEquations', 7: 'R5C2'}}",,0.038,XL0eQIoG72,Unit CTA1_20,XL0eQIoG72Unit CTA1_20
0,1,0,"{'Difficulty': {0: 1.0, 1: -5.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0}, 'Step Name': {0: 'R2C2', 1: 'R3C2', 2: 'R3C1', 3: 'ValidEquations', 4: 'R7C1', 5: 'R6C1'}}",0,0.006,IQ98biy227,Unit CTA1_20,IQ98biy227Unit CTA1_20
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'ValidEquations', 3: 'R7C1', 4: 'R6C1'}}",0,0.005,IQ98biy227,Unit CTA1_20,IQ98biy227Unit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations', 2: 'R7C1', 3: 'R6C1'}}",2.414526307,0.003,IQ98biy227,Unit CTA1_20,IQ98biy227Unit CTA1_20
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R7C1', 2: 'R6C1'}}",0.357867107,0.001,IQ98biy227,Unit CTA1_20,IQ98biy227Unit CTA1_20
4,1,4,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R7C1', 1: 'R6C1'}}",0.096792477,0.001,IQ98biy227,Unit CTA1_20,IQ98biy227Unit CTA1_20
5,1,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C1'}}",0.264938501,0,IQ98biy227,Unit CTA1_20,IQ98biy227Unit CTA1_20
6,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R3C2', 1: 'R2C2', 2: 'R3C1', 3: 'ValidEquations', 4: 'R7C1', 5: 'R6C1'}}",,0.025,IQ98biy227,Unit CTA1_20,IQ98biy227Unit CTA1_20
0,1,0,"{'Difficulty': {0: -4.0, 1: -1.0, 2: -1.0, 3: 2.0, 4: 3.0, 5: 1.0}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R2C2', 3: 'R1C1', 4: 'ValidEquations', 5: 'R5C1'}}",0,0.004,6Ax4SKe470,Unit CTA1_20,6Ax4SKe470Unit CTA1_20
1,1,1,"{'Difficulty': {0: -2.0, 1: -2.0, 2: 1.0, 3: 2.0, 4: 1.0}, 'Step Name': {0: 'R4C1', 1: 'R2C2', 2: 'R1C1', 3: 'ValidEquations', 4: 'R5C1'}}",0.574314574,0.003,6Ax4SKe470,Unit CTA1_20,6Ax4SKe470Unit CTA1_20
2,1,2,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 1.0, 3: 1.0}, 'Step Name': {0: 'R2C2', 1: 'R1C1', 2: 'ValidEquations', 3: 'R5C1'}}",0,0.002,6Ax4SKe470,Unit CTA1_20,6Ax4SKe470Unit CTA1_20
3,1,3,"{'Difficulty': {0: -1.0, 1: 0.0, 2: 1.0}, 'Step Name': {0: 'R1C1', 1: 'ValidEquations', 2: 'R5C1'}}",0.438002474,0.001,6Ax4SKe470,Unit CTA1_20,6Ax4SKe470Unit CTA1_20
4,1,4,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R5C1'}}",0.090820744,0.001,6Ax4SKe470,Unit CTA1_20,6Ax4SKe470Unit CTA1_20
5,1,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C1'}}",0.06487196,0,6Ax4SKe470,Unit CTA1_20,6Ax4SKe470Unit CTA1_20
6,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R2C2', 3: 'R1C1', 4: 'ValidEquations', 5: 'R5C1'}}",,0.017,6Ax4SKe470,Unit CTA1_20,6Ax4SKe470Unit CTA1_20
0,1,0,"{'Difficulty': {0: -1.0, 1: 1.0, 2: -1.0, 3: 1.0, 4: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R6C1', 2: 'R7C1', 3: 'R1C1', 4: 'R1C2'}}",0,0.003,XNEgfvXx50,Unit CTA1_20,XNEgfvXx50Unit CTA1_20
1,1,1,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 1.0, 3: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R7C1', 2: 'R1C1', 3: 'R1C2'}}",0.125,0.002,XNEgfvXx50,Unit CTA1_20,XNEgfvXx50Unit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R1C1', 2: 'R1C2'}}",0.088888889,0.001,XNEgfvXx50,Unit CTA1_20,XNEgfvXx50Unit CTA1_20
3,1,3,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R1C1', 1: 'R1C2'}}",0.0625,0.001,XNEgfvXx50,Unit CTA1_20,XNEgfvXx50Unit CTA1_20
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",1.595634921,0,XNEgfvXx50,Unit CTA1_20,XNEgfvXx50Unit CTA1_20
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R2C2', 1: 'R7C1', 2: 'R6C1', 3: 'R1C1', 4: 'R1C2'}}",,0.011,XNEgfvXx50,Unit CTA1_20,XNEgfvXx50Unit CTA1_20
0,1,0,"{'Difficulty': {0: 3.0, 1: 0.0, 2: 2.0, 3: -3.0, 4: -2.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R4C1', 2: 'R7C1', 3: 'R3C2', 4: 'R6C1', 5: 'R1C1', 6: '4.8Y+387 = 450'}}",0,0.008,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
1,1,1,"{'Difficulty': {0: 2.0, 1: -2.0, 2: 2.0, 3: -1.0, 4: -1.0, 5: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R4C1', 2: 'R7C1', 3: 'R6C1', 4: 'R1C1', 5: '4.8Y+387 = 450'}}",2.367063492,0.004,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
2,1,2,"{'Difficulty': {0: 2.0, 1: 1.0, 2: -1.0, 3: -2.0, 4: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R7C1', 2: 'R6C1', 3: 'R1C1', 4: '4.8Y+387 = 450'}}",0.189247921,0.003,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
3,1,3,"{'Difficulty': {0: 2.0, 1: 0.0, 2: -2.0, 3: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R7C1', 2: 'R6C1', 3: '4.8Y+387 = 450'}}",0.076579203,0.002,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
4,1,4,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R7C1', 2: '4.8Y+387 = 450'}}",0.223014298,0.001,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
5,1,5,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R2C1', 1: '4.8Y+387 = 450'}}",0.348619378,0,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
6,1,6,"{'Difficulty': {0: 0}, 'Step Name': {0: '4.8Y+387 = 450'}}",0.071482561,0,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
7,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R1C1', 3: 'R6C1', 4: 'R7C1', 5: 'R2C1', 6: '4.8Y+387 = 450'}}",,0.029,y5009rpZ12,Unit CTA1_20,y5009rpZ12Unit CTA1_20
0,1,0,"{'Difficulty': {0: 1.0, 1: 1.0, 2: -3.0, 3: 1.0}, 'Step Name': {0: 'R1C2', 1: 'R2C2', 2: 'R3C2', 3: 'R4C1'}}",0,0.003,C18qWKq212,Unit CTA1_20,C18qWKq212Unit CTA1_20
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R1C2', 1: 'R2C2', 2: 'R4C1'}}",0.901587302,0.001,C18qWKq212,Unit CTA1_20,C18qWKq212Unit CTA1_20
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R4C1'}}",1.221666667,0.001,C18qWKq212,Unit CTA1_20,C18qWKq212Unit CTA1_20
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0.35531746,0,C18qWKq212,Unit CTA1_20,C18qWKq212Unit CTA1_20
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C2', 1: 'R1C2', 2: 'R2C2', 3: 'R4C1'}}",,0.011,C18qWKq212,Unit CTA1_20,C18qWKq212Unit CTA1_20
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R2C2', 1: 'R4C1'}}",0,0,8r7mHkuKX9,Unit CTA1_20,8r7mHkuKX9Unit CTA1_20
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0,0,8r7mHkuKX9,Unit CTA1_20,8r7mHkuKX9Unit CTA1_20
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R2C2', 1: 'R4C1'}}",,0.001,8r7mHkuKX9,Unit CTA1_20,8r7mHkuKX9Unit CTA1_20
0,1,0,"{'Difficulty': {0: 2.0, 1: 1.0, 2: -3.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R5C2', 1: 'ValidEquations', 2: 'R4C1', 3: 'R1C1', 4: '-119.21+1.75H = -119.21'}}",0,0.003,5a5qA8VLfI,Unit CTA1_20,5a5qA8VLfIUnit CTA1_20
1,1,1,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -1.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'ValidEquations', 2: 'R1C1', 3: '-119.21+1.75H = -119.21'}}",3.122777778,0.002,5a5qA8VLfI,Unit CTA1_20,5a5qA8VLfIUnit CTA1_20
