,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit
2,1.0,2,"{'Difficulty': {0: 1.0, 1: -2.0, 2: 1.0}, 'Step Name': {0: 'R3C1', 1: 'yMax', 2: 'yScale'}}",0.202947845805,0.001,IQ98biy227,Unit CTA1_21
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'yScale'}}",0.42185728458,0.0,IQ98biy227,Unit CTA1_21
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yScale'}}",0.0967032026104,0.0,IQ98biy227,Unit CTA1_21
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C2', 1: 'Formula 1 Coeff 1', 2: 'yMax', 3: 'R3C1', 4: 'yScale'}}",,0.01,IQ98biy227,Unit CTA1_21
0,1.0,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R3C2', 1: 'R1C1'}}",0.0,0.001,6Ax4SKe470,Unit CTA1_21
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",1.86302467374,0.0,6Ax4SKe470,Unit CTA1_21
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R3C2', 1: 'R1C1'}}",,0.004,6Ax4SKe470,Unit CTA1_21
0,1.0,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R1C2', 1: 'XUnit'}}",0.0,0.0,b2W4ZO3uLV,Unit CTA1_21
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'XUnit'}}",0.330555555556,0.0,b2W4ZO3uLV,Unit CTA1_21
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R1C2', 1: 'XUnit'}}",,0.002,b2W4ZO3uLV,Unit CTA1_21
0,1.0,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R3C2', 1: 'R1C1'}}",0.0,0.001,6Ax4SKe470,Unit CTA1_21
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",1.86302467374,0.0,6Ax4SKe470,Unit CTA1_21
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R3C2', 1: 'R1C1'}}",,0.004,6Ax4SKe470,Unit CTA1_21
0,1.0,0,"{'Difficulty': {0: -1.0, 1: 0.0, 2: 1.0, 3: 0.0}, 'Step Name': {0: 'R1C1', 1: 'Formula 1 Coeff 0', 2: 'R1C2', 3: 'XUnit'}}",0.0,0.001,Ugr5eIIEf0,Unit CTA1_21
1,1.0,1,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'Formula 1 Coeff 0', 1: 'R1C2', 2: 'XUnit'}}",2.50888888889,0.0,Ugr5eIIEf0,Unit CTA1_21
2,1.0,2,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R1C2', 1: 'XUnit'}}",0.0,0.0,Ugr5eIIEf0,Unit CTA1_21
3,1.0,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'XUnit'}}",0.1875,0.0,Ugr5eIIEf0,Unit CTA1_21
4,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R1C1', 1: 'Formula 1 Coeff 0', 2: 'R1C2', 3: 'XUnit'}}",,0.004,Ugr5eIIEf0,Unit CTA1_21
0,1.0,0,"{'Difficulty': {0: -4.0, 1: 2.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 2.0}, 'Step Name': {0: 'R3C2', 1: 'YLabel', 2: 'yMax', 3: 'Formula 1 Coeff 0', 4: 'R3C1', 5: 'Intercept Field 1'}}",0.0,0.003,XL0eQIoG72,Unit CTA1_21
1,1.0,1,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 0.0, 3: -1.0, 4: 1.0}, 'Step Name': {0: 'YLabel', 1: 'yMax', 2: 'Formula 1 Coeff 0', 3: 'R3C1', 4: 'Intercept Field 1'}}",0.282846320346,0.002,XL0eQIoG72,Unit CTA1_21
2,1.0,2,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -2.0, 3: 1.0}, 'Step Name': {0: 'YLabel', 1: 'Formula 1 Coeff 0', 2: 'R3C1', 3: 'Intercept Field 1'}}",0.280695045695,0.001,XL0eQIoG72,Unit CTA1_21
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'YLabel', 1: 'Formula 1 Coeff 0', 2: 'Intercept Field 1'}}",0.264969238874,0.001,XL0eQIoG72,Unit CTA1_21
4,1.0,4,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'Formula 1 Coeff 0', 1: 'Intercept Field 1'}}",0.408649173955,0.0,XL0eQIoG72,Unit CTA1_21
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'Intercept Field 1'}}",0.125,0.0,XL0eQIoG72,Unit CTA1_21
6,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R3C2', 1: 'yMax', 2: 'R3C1', 3: 'YLabel', 4: 'Formula 1 Coeff 0', 5: 'Intercept Field 1'}}",,0.012,XL0eQIoG72,Unit CTA1_21
0,0.888888888889,0,"{'Difficulty': {0: -3.0, 1: -2.0, 2: 0.0, 3: -1.0, 4: 3.0, 5: 3.0}, 'Step Name': {0: 'R3C2', 1: 'YLabel', 2: 'R1C1', 3: 'yMax', 4: 'XLabel', 5: 'yScale'}}",0.0,0.004,y5009rpZ12,Unit CTA1_21
1,0.84,1,"{'Difficulty': {0: -1.0, 1: -1.0, 2: -2.0, 3: 2.0, 4: 2.0}, 'Step Name': {0: 'YLabel', 1: 'R1C1', 2: 'yMax', 3: 'XLabel', 4: 'yScale'}}",2.03373015873,0.002,y5009rpZ12,Unit CTA1_21
2,0.8125,2,"{'Difficulty': {0: 0.0, 1: -2.0, 2: 1.0, 3: 1.0}, 'Step Name': {0: 'YLabel', 1: 'R1C1', 2: 'XLabel', 3: 'yScale'}}",0.385945767196,0.001,y5009rpZ12,Unit CTA1_21
3,0.777777777778,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'YLabel', 1: 'XLabel', 2: 'yScale'}}",0.131519274376,0.001,y5009rpZ12,Unit CTA1_21
4,0.75,4,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'XLabel', 1: 'yScale'}}",0.140432098765,0.0,y5009rpZ12,Unit CTA1_21
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yScale'}}",0.0,0.0,y5009rpZ12,Unit CTA1_21
6,0.9,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R3C2', 1: 'yMax', 2: 'R1C1', 3: 'YLabel', 4: 'XLabel', 5: 'yScale'}}",,0.016,y5009rpZ12,Unit CTA1_21
0,1.0,0,"{'Difficulty': {0: -1.0, 1: 3.0, 2: 1.0, 3: -6.0, 4: -2.0, 5: 1.0, 6: 1.0, 7: 3.0}, 'Step Name': {0: 'R5C1', 1: 'xMax', 2: 'R4C1', 3: 'R3C2', 4: 'R1C2', 5: 'R3C1', 6: 'yMax', 7: 'ValidEquations'}}",0.0,0.006,tyU2s0MBzm,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: -3.0, 1: 2.0, 2: -1.0, 3: -2.0, 4: 2.0, 5: 0.0, 6: 2.0}, 'Step Name': {0: 'R5C1', 1: 'xMax', 2: 'R4C1', 3: 'R1C2', 4: 'R3C1', 5: 'yMax', 6: 'ValidEquations'}}",0.865079365079,0.004,tyU2s0MBzm,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 1.0, 1: -2.0, 2: -1.0, 3: 1.0, 4: 0.0, 5: 1.0}, 'Step Name': {0: 'xMax', 1: 'R4C1', 2: 'R1C2', 3: 'R3C1', 4: 'yMax', 5: 'ValidEquations'}}",0.0725623582766,0.003,tyU2s0MBzm,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'xMax', 1: 'R1C2', 2: 'R3C1', 3: 'yMax', 4: 'ValidEquations'}}",0.162941367023,0.002,tyU2s0MBzm,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R1C2', 1: 'R3C1', 2: 'yMax', 3: 'ValidEquations'}}",0.0,0.003,tyU2s0MBzm,Unit CTA1_22
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R3C1', 1: 'yMax', 2: 'ValidEquations'}}",0.115725315069,0.001,tyU2s0MBzm,Unit CTA1_22
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'yMax', 1: 'ValidEquations'}}",0.131768082192,0.0,tyU2s0MBzm,Unit CTA1_22
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.0728202160494,0.0,tyU2s0MBzm,Unit CTA1_22
8,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R4C1', 3: 'xMax', 4: 'R1C2', 5: 'R3C1', 6: 'yMax', 7: 'ValidEquations'}}",,0.028,tyU2s0MBzm,Unit CTA1_22
0,1.0,0,"{'Difficulty': {0: 0.0, 1: 3.0, 2: -4.0, 3: -1.0, 4: 2.0}, 'Step Name': {0: 'R4C1', 1: 'R5C2', 2: 'R3C2', 3: 'R3C1', 4: 'ValidEquations'}}",0.0,0.004,8rsfNQdio8,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: -3.0, 1: 2.0, 2: 0.0, 3: 1.0}, 'Step Name': {0: 'R4C1', 1: 'R5C2', 2: 'R3C1', 3: 'ValidEquations'}}",1.27696428571,0.002,8rsfNQdio8,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R3C1', 2: 'ValidEquations'}}",0.381314484127,0.001,8rsfNQdio8,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R5C2', 1: 'ValidEquations'}}",0.203107225529,0.0,8rsfNQdio8,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.321624917328,0.0,8rsfNQdio8,Unit CTA1_22
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R3C1', 3: 'R5C2', 4: 'ValidEquations'}}",,0.012,8rsfNQdio8,Unit CTA1_22
0,1.0,0,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 1.0, 3: 0.0, 4: 1.0}, 'Step Name': {0: 'R1C2', 1: 'ValidEquations', 2: 'xMax', 3: 'Intersection 1 Y', 4: 'R4C1'}}",0.0,0.002,b2W4ZO3uLV,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'xMax', 2: 'Intersection 1 Y', 3: 'R4C1'}}",0.0,0.001,b2W4ZO3uLV,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'xMax', 1: 'Intersection 1 Y', 2: 'R4C1'}}",0.0,0.001,b2W4ZO3uLV,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'Intersection 1 Y', 1: 'R4C1'}}",0.986666666667,0.0,b2W4ZO3uLV,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0.0,0.0,b2W4ZO3uLV,Unit CTA1_22
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R1C2', 1: 'ValidEquations', 2: 'xMax', 3: 'Intersection 1 Y', 4: 'R4C1'}}",,0.008,b2W4ZO3uLV,Unit CTA1_22
0,1.0,0,"{'Difficulty': {0: 2.0, 1: -1.0, 2: -1.0}, 'Step Name': {0: 'ValidEquations', 1: 'R4C1', 2: 'yMax'}}",0.0,0.001,879eYkR2Wu,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'ValidEquations', 1: 'yMax'}}",2.03305555556,0.0,879eYkR2Wu,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.250888888889,0.0,879eYkR2Wu,Unit CTA1_22
3,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R4C1', 1: 'yMax', 2: 'ValidEquations'}}",,0.004,879eYkR2Wu,Unit CTA1_22
0,1.0,0,"{'Difficulty': {0: 2.0, 1: -1.0, 2: -1.0}, 'Step Name': {0: 'ValidEquations', 1: 'R4C1', 2: 'yMax'}}",0.0,0.001,879eYkR2Wu,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'ValidEquations', 1: 'yMax'}}",2.03305555556,0.0,879eYkR2Wu,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.250888888889,0.0,879eYkR2Wu,Unit CTA1_22
3,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R4C1', 1: 'yMax', 2: 'ValidEquations'}}",,0.003,879eYkR2Wu,Unit CTA1_22
0,1.0,0,"{'Difficulty': {0: 1.0, 1: -1.0, 2: -4.0, 3: 1.0, 4: 3.0}, 'Step Name': {0: 'xMax', 1: 'R4C1', 2: 'R3C2', 3: 'yMax', 4: 'yScale'}}",0.0,0.007,y5009rpZ12,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 0.0, 1: -2.0, 2: 0.0, 3: 2.0}, 'Step Name': {0: 'xMax', 1: 'R4C1', 2: 'yMax', 3: 'yScale'}}",1.78373015873,0.002,y5009rpZ12,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 1.0}, 'Step Name': {0: 'xMax', 1: 'yMax', 2: 'yScale'}}",0.340041572184,0.001,y5009rpZ12,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'xMax', 1: 'yScale'}}",0.207594797178,0.0,y5009rpZ12,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yScale'}}",0.019436345967,0.0,y5009rpZ12,Unit CTA1_22
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'yMax', 3: 'xMax', 4: 'yScale'}}",,0.02,y5009rpZ12,Unit CTA1_22
0,0.9375,0,"{'Difficulty': {0: 2.0, 1: -5.0, 2: 1.0, 3: -5.0, 4: 0.0, 5: 2.0, 6: 2.0, 7: 3.0}, 'Step Name': {0: 'yScale', 1: 'R5C1', 2: 'yMax', 3: 'R3C2', 4: 'Intersection 1 X', 5: 'R5C2', 6: 'R3C1', 7: 'ValidEquations'}}",0.0,0.006,dvG32rxRzQ,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -5.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: 2.0}, 'Step Name': {0: 'yScale', 1: 'yMax', 2: 'R3C2', 3: 'Intersection 1 X', 4: 'R5C2', 5: 'R3C1', 6: 'ValidEquations'}}",0.0,0.005,dvG32rxRzQ,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 1.0}, 'Step Name': {0: 'yScale', 1: 'yMax', 2: 'Intersection 1 X', 3: 'R5C2', 4: 'R3C1', 5: 'ValidEquations'}}",0.0,0.003,dvG32rxRzQ,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'yScale', 1: 'Intersection 1 X', 2: 'R5C2', 3: 'R3C1', 4: 'ValidEquations'}}",1.56953463203,0.002,dvG32rxRzQ,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'Intersection 1 X', 1: 'R5C2', 2: 'R3C1', 3: 'ValidEquations'}}",0.128246753247,0.001,dvG32rxRzQ,Unit CTA1_22
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R3C1', 2: 'ValidEquations'}}",0.0793650793651,0.001,dvG32rxRzQ,Unit CTA1_22
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations'}}",0.0375,0.0,dvG32rxRzQ,Unit CTA1_22
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.125523689274,0.0,dvG32rxRzQ,Unit CTA1_22
8,0.9375,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R5C1', 1: 'R3C2', 2: 'yMax', 3: 'yScale', 4: 'Intersection 1 X', 5: 'R5C2', 6: 'R3C1', 7: 'ValidEquations'}}",,0.027,dvG32rxRzQ,Unit CTA1_22
0,0.928571428571,0,"{'Difficulty': {0: 3.0, 1: 2.0, 2: -5.0, 3: 3.0, 4: -3.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R5C2', 1: 'xMax', 2: 'R5C1', 3: 'yScale', 4: 'R3C2', 5: '725 = 9A', 6: 'R4C1'}}",0.0,0.004,i8f2gg51r5,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 2.0, 1: 1.0, 2: 2.0, 3: -4.0, 4: 0.0, 5: -1.0}, 'Step Name': {0: 'R5C2', 1: 'xMax', 2: 'yScale', 3: 'R3C2', 4: '725 = 9A', 5: 'R4C1'}}",0.0,0.003,i8f2gg51r5,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 1.0, 1: 0.0, 2: 1.0, 3: 0.0, 4: -2.0}, 'Step Name': {0: 'R5C2', 1: 'xMax', 2: 'yScale', 3: '725 = 9A', 4: 'R4C1'}}",1.22803030303,0.002,i8f2gg51r5,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'xMax', 2: 'yScale', 3: '725 = 9A'}}",0.326388888889,0.001,i8f2gg51r5,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'xMax', 1: 'yScale', 2: '725 = 9A'}}",0.10257907877,0.001,i8f2gg51r5,Unit CTA1_22
5,1.0,5,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'yScale', 1: '725 = 9A'}}",0.0,0.0,i8f2gg51r5,Unit CTA1_22
6,1.0,6,"{'Difficulty': {0: 0}, 'Step Name': {0: '725 = 9A'}}",0.133835144447,0.0,i8f2gg51r5,Unit CTA1_22
7,0.928571428571,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R5C1', 1: 'R3C2', 2: 'R4C1', 3: 'R5C2', 4: 'xMax', 5: 'yScale', 6: '725 = 9A'}}",,0.016,i8f2gg51r5,Unit CTA1_22
0,1.0,0,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 1.0, 3: 0.0, 4: 1.0}, 'Step Name': {0: 'R1C2', 1: 'ValidEquations', 2: 'xMax', 3: 'Intersection 1 Y', 4: 'R4C1'}}",0.0,0.002,b2W4ZO3uLV,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'xMax', 2: 'Intersection 1 Y', 3: 'R4C1'}}",0.0,0.001,b2W4ZO3uLV,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'xMax', 1: 'Intersection 1 Y', 2: 'R4C1'}}",0.0,0.001,b2W4ZO3uLV,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'Intersection 1 Y', 1: 'R4C1'}}",0.986666666667,0.0,b2W4ZO3uLV,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0.0,0.0,b2W4ZO3uLV,Unit CTA1_22
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R1C2', 1: 'ValidEquations', 2: 'xMax', 3: 'Intersection 1 Y', 4: 'R4C1'}}",,0.008,b2W4ZO3uLV,Unit CTA1_22
0,0.9375,0,"{'Difficulty': {0: 2.0, 1: -5.0, 2: 1.0, 3: -5.0, 4: 0.0, 5: 2.0, 6: 2.0, 7: 3.0}, 'Step Name': {0: 'yScale', 1: 'R5C1', 2: 'yMax', 3: 'R3C2', 4: 'Intersection 1 X', 5: 'R5C2', 6: 'R3C1', 7: 'ValidEquations'}}",0.0,0.006,dvG32rxRzQ,Unit CTA1_22
1,1.0,1,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -5.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: 2.0}, 'Step Name': {0: 'yScale', 1: 'yMax', 2: 'R3C2', 3: 'Intersection 1 X', 4: 'R5C2', 5: 'R3C1', 6: 'ValidEquations'}}",0.0,0.004,dvG32rxRzQ,Unit CTA1_22
2,1.0,2,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 1.0}, 'Step Name': {0: 'yScale', 1: 'yMax', 2: 'Intersection 1 X', 3: 'R5C2', 4: 'R3C1', 5: 'ValidEquations'}}",0.0,0.003,dvG32rxRzQ,Unit CTA1_22
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'yScale', 1: 'Intersection 1 X', 2: 'R5C2', 3: 'R3C1', 4: 'ValidEquations'}}",1.56953463203,0.002,dvG32rxRzQ,Unit CTA1_22
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'Intersection 1 X', 1: 'R5C2', 2: 'R3C1', 3: 'ValidEquations'}}",0.128246753247,0.001,dvG32rxRzQ,Unit CTA1_22
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R3C1', 2: 'ValidEquations'}}",0.0793650793651,0.001,dvG32rxRzQ,Unit CTA1_22
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations'}}",0.0375,0.0,dvG32rxRzQ,Unit CTA1_22
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.125523689274,0.0,dvG32rxRzQ,Unit CTA1_22
8,0.9375,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R5C1', 1: 'R3C2', 2: 'yMax', 3: 'yScale', 4: 'Intersection 1 X', 5: 'R5C2', 6: 'R3C1', 7: 'ValidEquations'}}",,0.025,dvG32rxRzQ,Unit CTA1_22
0,1.0,0,"{'Difficulty': {0: 0.0, 1: -7.0, 2: 3.0, 3: -4.0, 4: 4.0, 5: -1.0, 6: 5.0, 7: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R3C2', 2: 'R3C1', 3: 'yMax', 4: 'R7C1', 5: 'R6C1', 6: 'yScale', 7: 'R6C2'}}",0.0,0.009,IQ98biy227,Unit CTA1_02
1,1.0,1,"{'Difficulty': {0: -1.0, 1: 2.0, 2: -5.0, 3: 3.0, 4: -2.0, 5: 4.0, 6: -1.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'yMax', 3: 'R7C1', 4: 'R6C1', 5: 'yScale', 6: 'R6C2'}}",0.25,0.006,IQ98biy227,Unit CTA1_02
2,1.0,2,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 2.0, 3: -3.0, 4: 3.0, 5: -1.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'R7C1', 3: 'R6C1', 4: 'yScale', 5: 'R6C2'}}",0.1875,0.005,IQ98biy227,Unit CTA1_02
3,1.0,3,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 1.0, 3: 2.0, 4: -2.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'R7C1', 3: 'yScale', 4: 'R6C2'}}",0.0625,0.003,IQ98biy227,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 1.0, 3: -2.0}, 'Step Name': {0: 'R3C1', 1: 'R7C1', 2: 'yScale', 3: 'R6C2'}}",2.31551396135,0.002,IQ98biy227,Unit CTA1_02
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R7C1', 2: 'yScale'}}",0.0,0.001,IQ98biy227,Unit CTA1_02
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R7C1', 1: 'yScale'}}",0.615765598183,0.001,IQ98biy227,Unit CTA1_02
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yScale'}}",0.230380125405,0.0,IQ98biy227,Unit CTA1_02
8,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R3C2', 1: 'yMax', 2: 'R6C1', 3: 'R2C2', 4: 'R6C2', 5: 'R3C1', 6: 'R7C1', 7: 'yScale'}}",,0.039,IQ98biy227,Unit CTA1_02
0,0.904761904762,0,"{'Difficulty': {0: -1.0, 1: 0.0, 2: 1.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R3C2', 1: 'XLabel', 2: 'R4C1', 3: 'yMin', 4: 'R1C1', 5: 'R2C2', 6: 'xScale'}}",0.0,0.001,EV28POlwE4,Unit CTA1_02
1,0.861111111111,1,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 'Step Name': {0: 'XLabel', 1: 'R4C1', 2: 'yMin', 3: 'R1C1', 4: 'R2C2', 5: 'xScale'}}",0.0,0.001,EV28POlwE4,Unit CTA1_02
2,1.0,2,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 'Step Name': {0: 'R4C1', 1: 'yMin', 2: 'R1C1', 3: 'R2C2', 4: 'xScale'}}",0.0,0.001,EV28POlwE4,Unit CTA1_02
